0.00113477	0.0014613
0.00226953	0.0014535
0.0034043	0.0014452
0.00453906	0.0014455
0.00567383	0.0014491
0.00680859	0.0014445
0.00794336	0.0014469
0.00907812	0.0014326
0.0102129	0.0014497
0.0113477	0.0014504
0.0124824	0.0014322
0.0136172	0.0014274
0.014752	0.0014285
0.0158867	0.001437
0.0170215	0.0014508
0.0181562	0.0014706
0.019291	0.0014295
0.0204258	0.0014385
0.0215605	0.0014322
0.0226953	0.0014261
0.0238301	0.0014456
0.0249648	0.0014824
0.0260996	0.0014484
0.0272344	0.001467
0.0283691	0.0014725
0.0295039	0.0014407
0.0306387	0.001466
0.0317734	0.0014628
0.0329082	0.0014737
0.034043	0.0014697
0.0351777	0.001469
0.0363125	0.0014849
0.0374473	0.0014721
0.038582	0.0014811
0.0397168	0.0015072
0.0408516	0.0014721
0.0419863	0.0014753
0.0431211	0.0014674
0.0442559	0.0014797
0.0453906	0.0014767
0.0465254	0.0014671
0.0476602	0.0015122
0.0487949	0.001488
0.0499297	0.0014867
0.0510645	0.0015034
0.0521992	0.0015023
0.053334	0.0014874
0.0544688	0.0014751
0.0556035	0.0014852
0.0567383	0.0014931
0.057873	0.0015139
0.0590078	0.0014996
0.0601426	0.0015224
0.0612773	0.0015067
0.0624121	0.0014854
0.0635469	0.0015181
0.0646816	0.0015135
0.0658164	0.0015188
0.0669512	0.0015138
0.0680859	0.0015032
0.0692207	0.0015095
0.0703555	0.0014947
0.0714902	0.0015364
0.072625	0.00152
0.0737598	0.0015364
0.0748945	0.0015204
0.0760293	0.0015294
0.0771641	0.0014998
0.0782988	0.0015422
0.0794336	0.0015264
0.0805684	0.0014995
0.0817031	0.0015438
0.0828379	0.0015317
0.0839727	0.0015481
0.0851074	0.001554
0.0862422	0.0015553
0.087377	0.0015285
0.0885117	0.0015369
0.0896465	0.0015516
0.0907812	0.0015446
0.091916	0.001534
0.0930508	0.0015488
0.0941855	0.0015564
0.0953203	0.0015442
0.0964551	0.0015329
0.0975898	0.0015381
0.0987246	0.001557
0.0998594	0.0015586
0.100994	0.0015543
0.102129	0.0015446
0.103264	0.001546
0.104398	0.0015373
0.105533	0.0015483
0.106668	0.0015522
0.107803	0.0015565
0.108938	0.0015358
0.110072	0.0015633
0.111207	0.0015346
0.112342	0.001562
0.113477	0.0015477
0.114611	0.0015563
0.115746	0.0015611
0.116881	0.0015408
0.118016	0.0015945
0.11915	0.0015753
0.120285	0.0015829
0.12142	0.0015633
0.122555	0.0016098
0.123689	0.0015937
0.124824	0.0015736
0.125959	0.0015969
0.127094	0.0015649
0.128229	0.0015748
0.129363	0.0015993
0.130498	0.0015613
0.131633	0.0015847
0.132768	0.0015684
0.133902	0.0015647
0.135037	0.0015801
0.136172	0.0015847
0.137307	0.0015659
0.138441	0.001593
0.139576	0.0015781
0.140711	0.0015879
0.141846	0.0015924
0.14298	0.0015907
0.144115	0.0015958
0.14525	0.001579
0.146385	0.0015947
0.14752	0.0015758
0.148654	0.0015702
0.149789	0.0015845
0.150924	0.0016095
0.152059	0.0016015
0.153193	0.0016009
0.154328	0.0015775
0.155463	0.0015847
0.156598	0.0016079
0.157732	0.0015988
0.158867	0.0015808
0.160002	0.0015803
0.161137	0.001599
0.162271	0.0016097
0.163406	0.0016112
0.164541	0.0016071
0.165676	0.0016074
0.166811	0.0016001
0.167945	0.001602
0.16908	0.0016045
0.170215	0.0015959
0.17135	0.0016086
0.172484	0.0015894
0.173619	0.0016025
0.174754	0.0016379
0.175889	0.0015916
0.177023	0.0015931
0.178158	0.0015844
0.179293	0.0016018
0.180428	0.0015805
0.181562	0.001603
0.182697	0.0015868
0.183832	0.0016025
0.184967	0.0016092
0.186102	0.0016066
0.187236	0.0015898
0.188371	0.0016237
0.189506	0.0015898
0.190641	0.0016203
0.191775	0.0016257
0.19291	0.001606
0.194045	0.0015902
0.19518	0.001607
0.196314	0.0015944
0.197449	0.0015934
0.198584	0.0016295
0.199719	0.0016085
0.200854	0.0016056
0.201988	0.0016154
0.203123	0.0015899
0.204258	0.0016017
0.205393	0.0016045
0.206527	0.0016154
0.207662	0.0016126
0.208797	0.0016007
0.209932	0.0016145
0.211066	0.0015916
0.212201	0.0016197
0.213336	0.0016176
0.214471	0.0016312
0.215605	0.001611
0.21674	0.0015936
0.217875	0.0015989
0.21901	0.0015925
